,position,company_name,description,requirement,preferred,like
601,프론트엔드 개발자(뷰어 개발 담당),밀리의서재,"• 밀리의 서재 뷰어 및 포스트 에디터를 개발합니다.
• 웹 및 모바일, 데스크탑 등 밀리 플랫폼 어플리케이션을 개발합니다.","• 최소 5년 이상의 프론트엔드 개발 경력이 필요해요.
• Java Script에 대한 높은 이해도와 Typescript 및 React 사용에 능숙해야 해요.
• 실무에서 VanilaJS 및 Typescript, React 기반 서비스를 개발하고 배포한 경험이 필요해요.
• 프로덕트에 대한 책임감을 바탕으로 주도적으로 문제를 발견하고 해결책을 제안할 수 있어야 해요. 
※ 기술 스택
   -  Typescript, React, Next.js
   -  Vite, Turborepo, Webpack
   -  AWS, Github Actions, Mono Repository","• 다수의 사용자가 다양한 기기를 사용하는 플랫폼 환경에 대한 이해도가 있다면 좋아요. 
• 웹 서비스 성능 최적화 및 더 나은 사용성을 위해 끊임없이 고민하는 자세를 갖췄다면 좋아요.
• 서버 사이드 개발 경험 혹은 백엔드에 대한 기본적인 이해도를 우대해요.
• 콘텐츠 보안 기술에 대한 이해와 연구 경험을 우대해요.

제출 서류
• 경력기술서가 포함된 이력서는 필수 제출 사항이며 포트폴리오는 선택 사항입니다.
• PDF 형식을 권장합니다.

전형 과정
• 서류 전형 - 1차 면접(직무) - 2차 면접(임원) - 처우 협의 - 최종 합격
• 면접 진행을 위해 간단한 사전 과제를 요청드릴 수 있습니다.",15
602,프론트엔드 주니어 개발자 (2년~3년 이하),웰로,"웰로 개발팀은 현재 Vue, Nuxt 기반 Front End 개발 환경을 React, Next(WEB) 및 React Native(Hybrid App) 기반 으로 이식하는 작업을 진행 중 입니다.

이에, React로의 개발 환경 전환을 함께 해주실 FrontEnd 개발자를 모시고 있습니다.","• 최소 한개 이상의 서비스를 초기단계부터 구축경험이 있는 분
• 만 2년 이상 개발 경험이 있으신분
• Vue.js, Nuxt.js, React, Next.js 사용에 능숙하신 분
• 검색엔진 최적화(SEO) 경험이 있으신 분
• Figma로 전달받은 디자인으로 UI 구성(마크업) 및 CSS 인터랙션 적용이 가능하신 분
• 웹 애플리케이션의 상태 관리 방식을 고민해보신 분

[기술스택]
- TypeScript
- Vue.js, Nuxt.js -＞ React, Next.js & React Native
- Cloud : AWS
- CI/CD : Jenkins
- 협업툴 : Swagger, Git(Git Flow), Notion, Slack, Asana, Figma","• 스타트업 회사에서 업무 경력
• 모바일 또는 반응형 웹 개발경험
• 문제를 주도적으로 찾아 해결하고 싶어 하시는 분
• 서버 개발자, 디자인 직군과 원할히 소통하는 능력을 갖추신 분
• 사용자 경험 중심의 사고방식을 가지고 계신 분",11
603,프론트엔드 개발자 (F.E Software Developer),클래스유,ㆍ 고객/서비스 지향적인 프론트엔드 설계 및 개발,"클래스유의 신념, 미션, 비전에 공감하시는 분


[개발언어]
ㆍ Javascript, Next.js, React(기본)

[업무경험]
ㆍ 애정을 가지고 프로덕트를 만들어 본 경험이 있으신분",ㆍ 실제 사용되는 서비스 운영경험,188
604,웹툰플랫폼 프론트엔드 개발자,키다리스튜디오,"합류하여 담당하실 업무입니다.

- 웹툰 플랫폼(봄툰/레진코믹스)의 프론트 웹 개발을 담당합니다.
- 기존 플랫폼 유지보수 및 신규 론칭 플랫폼의 업그레이드를 수행합니다.","이런 역량과 경험을 갖추신 분을 찾습니다.

- 3년 이상의 실무 경력을 보유하신 분
- React/Typescript/Next.js/Node.js로 실무를 진행한 경험이 있으신 분
- 코드의 품질향상, 테스트코드 작성에 대한 관심이 많으신 분
- 프로그래밍 언어를 학습하는 데 두려움이 없고 빠른 학습력을 보유하신 분","이런 역량과 경험을 갖추신 분이면 더욱 좋습니다.

- Component 기반 개발 경험이 있으신 분
- 바닐라자바스크립트의 경험이 많으신 분
- CSS 프레임워크, 브라우저 성능향상 등에 관심이 많으신 분",14
605,React/ReactNative 프론트엔드 개발자,쓰리알이노베이션,"[어떤 일을 하게 되나요?]

• 포커스팡의 새로운 기능 개발을 해요.
• 포커스팡의 운영중인 서비스 유지 보수에 참여해요.","[이런 분을 찾고 있어요!]

• React or React Native 사용 경험이 있으신 분
• JavaScript 사용 경험이 있으신 분
• HTTP 통신에 대한 기본적인 이해, REST API에 대한 설계나 개발 경험이 있으신 분
• 코드 리뷰를 통해 코드 퀄리티를 유지하고 팀의 역량을 성장 시킬 수 있으신 분","[이런 분을 선호해요!]

• UI/UX 참여 경험이 있거나 디자인 역량을 증명할 포트폴리오를 제출하실 수 있으신 분
• React, React Native 모두 사용 경험 있으신 분
• Redux 사용 경험 있으신 분
• 서울대학교에서 가까운 곳에 사는 경우
• 빠르게 성장하는 스타트업에서 성과를 낸 경험이 있으신 분
• 새로운 기술에 관심이 많으신 분
• 기술문서를 작성한 경험이 있으신 분",11
606,프론트엔드 개발자 (Frontend Developer),카운터컬쳐컴퍼니(ED KPOP),"[주요업무]
- 우리 팀은 K-POP Career Development Platform 의 비전을 이루기 위해 고객과의 접점인 웹 기반 온라인 교육 매니지먼트 시스템(Online Learning Management System) 구축을 담당합니다. 고객의 입장에서 효율적으로 자신의 커리어를 발전시키고 Self-Motivation을 획득할 수 있는 다양한 방법론을 실체화하는 작업을 하며, 이를 위해 다양한 최신 웹 기술을 적용해 보는 것 뿐만 아니라, 성과를 측정하고 다른 팀과 공유하여 우리의 고객과 함께 동반 성장하는 미션을 가지고 활동하고 있습니다.

- 영상 기반 Contents Delivery 서비스 제작: 현재 자바스크립트의 HTMLVideoElement, AudioContext, MediaStream 등의 API를 통해 단순한 강의 영상이 아니라, 자막 및 더빙기능, 영상 피치/배속조정 등이 제어가능한 웹플레이어 서비스를 운용중이며, 이를 HLS 포멧으로 스트리밍하고 있습니다. 향후 이를 바탕으로 사용자의 실시간 영상을 Skeleton-based Action Recognition 기술을 통해 분석하여 near-time으로 사용자와 상호작용이 가능한 경험을 구축하는 것을 목표로 하고 있습니다.

- 실시간 비디오 채팅 서비스 제작: ZoomVideoSDK 를 기반으로 사용자와 트레이너가 실시간으로 소통하고 연습이 가능하도록 비디오 채팅 서비스를 운용중입니다. 이를 위해 Canvas, MediaStream, SharedArrayBuffer 등의 API를 활용하고 있으며, 다양한 최신 API를 활용하는 만큼 성능 최적화와 브라우저 제어/Optimization을 위해 많은 노력을 기울이고 있습니다. 최종적으로 사용자가 다른 사용자 및 트레이너와 항상 연결되어 있어 동질감을 느낄 수 있도록 최적화된 사용자경험을 제공하는 것을 목표로 하고 있습니다.

- 인터렉티브 캠페인 페이지 제작: NextJS 프레임워크 위에서 gsap, D3.js 등의 라이브러리를 이용하여 인터렉티브한 캠페인 페이지를 제작합니다. 또한, GA4/gtag, Pixel 뿐 만 아니라, 자체 제작한 라이브러리를 통해서 웹페이지의 성과를 구체적으로 측정합니다. SEO을 중시하여 작업하고, Desktop, Mobile 브라우저 및 인앱 브라우저까지 다양한 광고환경에서 캠페인이 올바르게 노출될 수 있도록 작업합니다.

- i18n 기반 다국어 적용: 우리 서비스는 전 세계 190개국+의 사용자를 대상으로 제공되고 있어요. 실제로 캐나다, 미국, 프랑스, 말레이시아, 베트남, 스페인, 브라질, 일본 등 다양한 국적과 청소년 및 청년 등 다양한 계층의 사용자들이 우리 서비스에 비용을 지불하고 사용하고 있습니다. 또한 전 세계 약 3억명의 사용자에게 광고가 노출되고 있고 높은 도달율로 사용자들이 우리 캠페인 페이지에 유입되고 있죠. 따라서, 사용자 환경을 분석하여 그에 맞는 언어로 서비스를 제공해야 합니다. 따라서 우리는 2020년에 출시한 EDKPOP 서비스에서 이미 7개국어 이상의 언어로 서비스를 제공한 경험을 바탕으로 다국어 UI/UX를 사용자에게 제공하고 있어요.


[전형절차]
1. 지원서 심사: 지원 파트 역량을 보기 위한 직무 테스트가 있습니다. 서류 심사보다 높은 비중을 갖습니다.
2. 직무 인터뷰 : 같이 일하실 분과 진행 합니다! 
3. 문화 적합성 인터뷰 : 면접자 분에 맞추어 면접 소그룹을 만들어서 진행합니다. 경영진 인터뷰를 포함합니다. 
4. 최종 합격","- 팀의 성공을 우선시 하시는 분
- React, NextJS, Typescript 작업환경에 익숙하신 분
- SEO, 서버사이드 렌더링, 브라우저 최적화, 최신 HTML/CSS/JAVASCRIPT 스펙에 대한 관심이 높으신 분","- 개선과제를 발굴해내고 이에 대해 커뮤니케이션 하는 것을 즐기는 분
- 이슈를 빠르게 파악하고, 정리하는 것에 보람을 느끼는 분
- 코드가 지저분한 것을 도저히 못 참는 분
- Frontend 영역 이외의 기술 영역에 호기심이 많으신 분
- 디스코드, 레딧을 비롯한 온라인 커뮤니티에 대한 이해도가 높으신 분
- 에듀테크를 포함한 테크 업계 경험을 가지신 분
- 글로벌 Z세대 KPOP팬덤의 문화를 이해하는 분",46
607,주니어 프론트엔드 개발자 (테크사업부),매드업,"• 디지털마케팅 자동화 플랫폼 레버 엑스퍼트 개발 및 운영
• React Frontend 개발
• 내부 컴포넌트 개발 및 업무 요건 구현
• 테스트 자동화를 통한 SW 품질 보장
• React를 활용한 UI/UX 개발","• ES6+ 등 모던 JavaScript/TypeScript 사용에 능숙한 분
• Git을 이용한 브랜치 관리 및 협업에 익숙한 분
• HTML/CSS 마크업에 능숙한 분
• 단위 테스트 & E2E 테스트 작성 경험
• 새로운 기술스택 도입에 적극적인 분
• 디지털 마케팅 분야에 관심이 있거나 경험이 있으신 분","• React 및 Next.js 등 프론트엔드 개발 경험
• HTML/CSS 웹 퍼블리싱 경험
• TypeScript 사용 경험
• 자신의 생각을 글로 잘 표현할 수 있으신 분
• 오픈소스 개발 및 기여에 적극적이신 분
• 더 나은 UI/UX 대하여 고민하시는 분
• 스스로 문제를 발견하고 해결할 수 있으신 분",82
608,프론트엔드 엔지니어,보이스루,"• totus(번역가 작업 플랫폼, 에디터툴) 개발 및 유지보수
• Jamake(영상 번역 플랫폼) 개발 및 유지보수
• PANOPLAY(영상,웹툰,웹소설 번역 플랫폼) 개발 및 유지보수","• 경력 3년 이상
• Javascript, TypeScript 사용 경험
• React 사용 경험","• Global 사이트 개발 경험
• Front Performance Tunning 경험
• SPA 개발 경험",2
609,프론트엔드 개발자(Front-End Developer),오투플러스(O2PLUSS),• 웹(web)/모바일(mobile) Front-End 개발 및 유지보수,"• 3년 이상의 경력자 및 그에 준하는 역량을 보유하신 분

• Angular, React, Vue 등 프레임워크 개발 유경험자

• 다양한 API 연동 경험

• 형상관리 도구(Git)를 통한 프로젝트 관리/협업 경험","• 자유롭게 의견 제시 하실 수 있는 분(주 1회 Weekly 회의를 통한 코드 리뷰 및 공유)

• 코딩에 대해 진심이신 분(TDD(Test-Driven Development)를 통한 코드 진행

• 컴퓨터 관련 전공 또는 교육기관 교육 이수자

• 기획, 설계, 커뮤니케이션, 개발, 운영에 적극적으로 임하는 분",7
610,[100억↑투자] 프론트엔드 개발팀 프론트엔드 개발자,팀프레시,"[WMS 개발/운영]
- 신규 기능 개발 및 성능 최적화
- 레거시 코드 점진적 리팩터링","- 경력 1년 이상인 분
- React에 대한 이해 및 SPA 프레임워크 사용에 능숙하신 분
- HTML, CSS, JavaScript에 대한 이해가 깊은 분
- TypeScript, Flow를 이용한 JavaScript 정적 타이핑 툴 경험이 있는 분","- 레거시 코드 점진적 리팩터링, 마이그레이션 경험이 있는 분
- 측정 가능한 데이터 기반의 성능 최적화 경험이 있는 분
- 다양한 직무의 팀원과 원할하게 소통하며 협업할 수 있는 분
- 능동적인 문제 해결 경험과 디테일 지향, 책임감 있는 후속 처리 능력을 보유한 분

[기술스택]
- React, React Native
- TypeScript
- Recoil, React-Query
- React-Bootstrap, Styled-Components",4
611,프론트엔드 웹/앱 개발자,아일로,"[주요업무]

• 하플 앱 서비스 프론트엔드 개발 (React Native)
• 하플 앱 내 웹뷰 프론트엔드 개발 (React.js)
• 하플 어드민 시스템 프론트엔드 개발 (React.js)
• 하플 홈페이지 프론트엔드 개발 (React.js)

[전형절차] 서류전형 - 인터뷰 - 조건 협의 - 최종 합격

* 제출 서류

1. 이력서 및 간단한 자기소개서
    - 필수 내용 : 기본정보, 지원동기, 과거 진행했던 프로젝트, 직전 회사 연봉 및 희망 연봉
    - 사용 가능한 기술 스택과 github 주소를 꼭 포함해주세요!

2. 포트폴리오 제출
    - 스스로를 잘 나타내줄 수 있는 것이라면 무엇이든 가능합니다.
    - 기존에 관련 업무를 경험했던 프로젝트가 있으시다면 포트폴리오로 알려주세요.","• 3년차 이상 혹은 그에 준하는 실력을 증명할 수 있으신 분
• Javascript (ES6+), Typescript, React.js, React Native에 대한 충분한 이해와 개발 경험이 있으신 분
• 상태관리에 대한 충분한 이해와 관련 개발 경험이 있으신 분
• 재사용 가능한 코드를 설계하고 작성하는 데 능숙하신 분
• UI/UX 가이드라인을 이해하고, styled-components를 활용한 작업에 어려움이 없으신 분
• Git을 통한 협업에 어려움이 없으신 분
• 병역필 또는 면제자이며, 해외여행에 결격사유가 없으신 분","• React Native 또는 iOS, Android 프로덕트를 출시한 경험이 있으신 분
• 컴퓨터 관련 학과 전공자 (이중전공, 복수전공 등 포함)
• 스타트업 근무 경력이 있으신 분
• 웹/앱 성능 최적화에 관심이 많으신 분
• CI/CD 관련 경험이 있으신 분
• 사용자 경험을 중요하게 생각하고 이를 개선하는 데에 관심이 많으신 분
• 문제를 찾고 해결하는 데에 열정적이신 분
• 개발 문화를 만들고 주도해나갈 수 있으신 분",6
612,프론트엔드 개발자,바톤,• 웹사이트 프론트엔드 개발 및 유지보수,"• 웹 프론트엔드 개발 분야에서 최소 1년 이상의 경험 (개인 프로젝트 포함)
• React(Vue), Next(Nuxt)를 사용한 웹 어플리케이션 개발 경험이 있는 분
• 웹과 JavaScript를 좋아하고 관련 생태계에 대한 깊은 관심과 이해를 보유하신 분
• WordPress 혹은 PHP 기반 CMS를 사용한 웹사이트 개발 경험이 있는 분
• CSS를 통한 디자인의 효과적인 구현 경험과 전문성이 있는 분
• 기술 토론 및 지식 공유에 대한 적극적인 자세를 가진 분","• Cafe24를 통한 쇼핑몰 개발 및 Cafe24 API 활용 경험이 있는 분
• API 디자인 및 명세에 따른 기능 개발 경험이 있는 분
• 다양한 레거시 시스템에 대한 유지보수 경험이 있는 분
• JavaScript를 활용한 다양한 프로젝트나 실험을 해본 경험이 있는 분
• Git을 이용한 팀 프로젝트 협업 경험이 있는 분
• AWS 등 클라우드 서비스를 활용한 서버 관리(Linux 환경)에 경험이 있는 분
• 결제 프로세스에 대한 이해 및 구현 경험을 보유하신 분",31
613,[Tech] 프론트엔드 개발자,센트비(Sentbe),"• 센트비 내부 서비스 개발
• 센트비 송금 서비스 웹 프론트엔드 개발
• 센트비 웹 서비스에서 사용하는 공통 컴포넌트/디자인 시스템 개발","• 프론트엔드 개발 경험 3년 이상 또는 그에 준하는 분
• React, Vue 등 웹 프레임워크에 대한 충분한 이해도를 보유하신 분
• React, Next.js 기반의 서비스를 개발 및 개선해 본 경험이 있으신 분
• Typescript 기반으로 서비스 개발 경험이 있으신 분
• HTML, CSS, JavaScript 에 대한 깊은 이해가 있으신 분
• Git과 GitHub를 사용한 버전 관리와 협업에 익숙한 분","• Redux, Recoil, React-query 등 상태 관리 라이브러리를 이용한 개발 경험이 있으신 분
• Webpack, babel 등을 활용하여 개발환경을 구축한 경험이 있으신 분
• 디자인시스템을 구축해본 경험이 있으신 분
• 테스트코드 작성 경험이 있으신 분
• 다양한 언어 서비스 개발 경험이 있으신 분
• 하나의 웹 서비스를 지속적으로 발전시킨 경험이 있으신 분",12
614,[100억↑투자] 매쓰플랫 프론트엔드 개발자 (3년 이상),프리윌린,"• B2BC 매쓰플랫 서비스 프론트엔트 개발 전반
• 웹과 웹뷰 서비스를 유지보수 및 고도화 작업
• 좋은 개발 방법을 고민하고 공유하는 역할","• 웹 프론트엔드 개발 경력 2년 이상 혹은 그에 준하는 실력을 갖추신 분
• React, Typescript 사용 경험이 있으신 분
• SPA (React, Vue.js, Angular) 개발 경험이 있는 분
• 최신 기술에 대한 이해와 빠른 습득 능력을 갖추신 분
• 기술을 단순히 사용하는 것 이상의 실무적 응용력을 갖추신 분
• 원활한 커뮤니케이션 능력을 갖추신 분","• 디자인 패턴 및 개발 방법론에 대해 고민 하시는 분
• Styled-Component, Emotion등 CSS-in-JS 사용 경험
• 테스트 및 배포 자동화에 대한 경험
• 상태관리 라이브러리 사용 경험 (Redux, MobX, Recoil)
• 좋은 UI/UX에 대한 고민을 지속적으로 한 경험 우대
• 기획 및 설계에 적극적인 참여 경험 우대
• 스타트업 근무 경험 우대
• FE 프로젝트를 처음부터 구성해본 경험이 있으신 분
• 오픈소스 기여 경험이 있으신 분",4
615,[100억↑투자] React 프론트엔드 개발자(Frontend Developer),비엘큐(테스트밸리),"테스트밸리의 프론트엔드 사이드를 개발하게 됩니다.
• 테스트밸리 B2C 웹 개발
• 테스트밸리 어드민 웹 개발","• 경력 5년 이하 서비스를 구축하고 운영한 경험이 있으신 분
• HTML, CSS, JavaScript에 대한 이해가 있으신 분
• JavaScript(Typescript) 기반으로 서비스 구축 경험이 있으신 분
• React 기반의 SPA Framework에 대한 이해가 있는 분
• Git과 같은 버전 관리 시스템을 통한 협업 경험이 있으신 분
• Next.js 사용 경험이 있으신 분
• 크로스 브라우징 및 반응형 웹에 대한 이해가 있으신 분","• 서버 사이드 렌더 혹은 모바일 앱 내 웹 뷰 개발 경험이 있으신 분
• 웹 성능 측정 및 개선 경험이 있으신 분
• 검색 엔진 최적화(SEO) 경험이 있으신 분
• 테스트 코드 및 배포 자동화(CI/CD) 작성 경험이 있으신 분
• 요구사항들을 일반화하여 컴포넌트나 라이브러리를 제작한 경험이 있는 분
• 프론트엔드 성능 최적화 혹은 라이브러리화를 통한 생산성 향상에 기여하신 분
• 디자인 시스템 경험이 있으신 분
• MSA, BFF(Backend For Frontend)에 대한 이해가 있는 분",49
616,프론트엔드 개발자 (3년 이상),모두의연구소,"[개발팀의 팀 문화를 소개해요]
• 에자일한 방식으로 프로젝트를 진행하고 있어요.
• 사용자 피드백과 효율적인 코드에 대한 서로 끊임없이 고민하고 토의합니다.
• 교육 포탈과 LMS(학습 관리 시스템) 개발을 통해 학생들의 더 나은 학습 환경을 위해 함께 노력하고 있어요.
• 각자 맡은 업무를 주도적으로 진행하며, 서로 자유롭게 의견을 내고 있습니다.

[이런 일을 함께 해요]
• 교육 포탈 및 LMS(학습관리시스템)의 프론트엔드 개발
• 모두의연구소의 교육 과정을 소개하고 판매하는 교육 포탈 개발 
• 사용자가 사용하는 학습 서비스 및 학생들의 학습 상태를 관리하는 백오피스 서비스 개발
• 확장성을 고려한 컴포넌트를 만들기 위해 Storybook과 연계하여 디자인 시스템 제작
• 사용자의 학습 몰입 경험을 향상 시키기 위한 게이미피케이션을 위해 다양한 인터랙션 개발","[이런 분을 찾고 있어요]
• Javascript에 대한 이해가 깊으신 분
• React를 편하게 다룰 수 있는 분 
• Next.js를 사용하실 수 있으면 더욱 좋아요!","[이런 분이면 더 좋아요]
• 에듀테크 등 온라인 기술교육 제공 관련한 경험을 지니신 분
• 일을 능동적으로 하시는 분 (이걸 하면 시스템이 더 좋아질 것 같아! 같은걸 찾아내봐요)
• 모르는 부분은 Document를 찾아보는 것이 익숙하신 분
• 두려움 없이 질문하고 피드백을 통해 스스로 개선해 나가시는 분

[채용전형]
• 서류 전형 - 화상 면접(기술면접) - 대면 면접(컬처핏) - 처우협의 - 합격

[안내사항]
• 본 공고는 모집 완료 시 조기 마감될 수 있어요.
• 정규직 채용의 경우 입사 후 3개월의 수습 기간이 있어요.
   수습 기간은 회사와 지원자가 서로 알아가는 기간이에요.
   수습 기간 이후 내부평가에 따라 정규직으로 전환됩니다.
  (수습기간 동안 급여는 100% 지급됩니다.)
• 전형 절차는 일정 및 상황에 따라 변동될 수 있어요. 
• 지원서 내용 중 허위사실이 있는 경우 합격이 취소될 수 있어요.
• 보훈대상자 및 장애인 여부는 채용 과정에서 불이익이 없어요.",1
617,웹 프론트엔드 개발자,강남언니(힐링페이퍼),"강남언니 팀 웹 프론트엔드 개발자는 이렇게 일해요

＜ 배우고 경험하고 성장해요 ＞

우리는 멈추지 않고 성장하고 싶어요. 강남언니 팀은 '더 좋은 의료 서비스를 누구나 누릴 수 있게'라는 목표를 이루기 위해 시장의 문제를 해결해 왔습니다. 이제 그동안보다 더 크고 복잡한 문제를 해결해 나가기 위해 개발자를 비롯한 제품개발 조직 구성원들의 지속적 성장이 반드시 필요하다고 판단하고 있어요. 그러기에 강남언니 팀 개발자는 마주한 문제를 해결하는 것 만큼이나, 해결 과정의 경험과 새로운 지식의 학습을 통해 성장을 이루려 노력해요.

＜ 미용의료 산업의 복잡한 문제 해결을 엔지니어링해요 ＞

강남언니 팀이 다루는 많은 문제는 크고 복잡합니다. 강남언니 팀 웹 프론트엔드 개발자는 의료 서비스 사용자, 병원, 의사, 의료법, 개인정보 보호 등 다양한 주체와 이해관계 내에서 균형있게 비즈니스 문제를 해결하기 위해 다양한 엔지니어링 도구를 사용해요. 때로는 신속한 문제 해결에 집중하지만 시스템의 지속성에 멈추지 않고 투자합니다.

＜ 협업해요 ＞

강남언니 팀의 그 누구도 혼자서 문제를 해결하지 않아요. 강남언니 팀은 높은 수준의 협업을 추구합니다. 우리는 극도의 협업을 통해서만 뛰어난 팀이 만들어지며 미용의료 산업의 크고 복잡한 문제를 해결할 수 있다고 믿어요. 강남언니 팀 웹 프론트엔드 개발자는 동료 프론트엔드 개발자, 서버 개발자, 디자이너, PO와 긴밀하게 협업해, 혼자서는 풀어내기 어려운 문제들을 풀어내고 있어요.

 엔지니어링 도구의 가치에 집중해요 

유행하는 기술 용어에 맹목적으로 따르지 않고 도구의 가치에 집중해 문제 해결에 사용해요. 지금 강남언니 팀 개발자는 보다 안정적인 엔지니어링 경험을 확보하기 위해 이런 기법들을 정착시키려 노력하고 있어요.

＜ Continuous Integration ＞

단지 Jenkins, GitHub Actions 등 CI 지원도구를 사용하는 것과 CI는 달라요. Martin Fowler가 소개한 다음 CI 검증 검사를 만족하는 환경을 가꿔가고 있어요. 

- 모든 개발자는 `main` 브랜치에 최소 매일 한 번 커밋한다.
- 모든 커밋은 자동화된 빌드와 테스트를 실행한다.
- 빌드와 테스트가 실패하면 10분 내에 고쳐진다.

이런 환경에서 개발하면 그 가치가 더 자주, 더 빠르게 사용자에게 전달될 수 있고, 개발자는 안정감 위에서 코딩할 수 있게 돼요. 

[ 테스트 자동화 ] 

테스트 자동화는 Continuous Integration, Continuous Deployment, DevOps 등의 필요조건이에요. 테스트가 높은 수준으로 자동화 되어있지 않는 프로세스는 이런 이름으로 부를 수 없습니다. 개발자의 많은 작업들이 도구에 의해 검증되어 가치 전달에 두려움을 갖지 않도록 자동화 된 테스트 케이스를 늘이고, 테스트 주도 개발(test-driven development)을 적용하고, 시스템과 프로세스를 개선하고 있어요.

[ 짝 프로그래밍(Pair Programming), 단체 프로그래밍(Mob Programming), 코드 리뷰 ]

코딩은 협업입니다. 모든 강남언니 팀 개발자는 혼자만의 판단으로 `main` 브랜치에 커밋할 수 없도록 권한이 제한되어 있어요. 모든 코드는 짝 프로그래밍을 통해 작성되거나 동료의 리뷰를 거친 승인을 받아야만 pull request를 통해 `main` 브랜치에 추가될 수 있어요. 때론 같은 비즈니스 요구사항을 다루는 서버, 웹 프론트엔드, 모바일 개발자가 함께 모여 코드를 쓰기도 해요.

[ 도메인 주도 설계(Domain-Driven Design) ]

강남언니 팀도 미용의료 산업도 빠르게 변화하고 확장되고 있어요. 이런 변화에 대한 시스템의 적응력은 노력 없이 주어지지 않아요. 시스템이 비즈니스 환경에 적응하지 못하면 서비스도 조직도 비전도 물거품이 됩니다. 유연한 아키텍처를 확보하기 위해 여러가지 설계 기법을 학습하고 적용해야 해요.

강남언니 팀은 도메인 주도 설계를 서버 시스템 확장에 기반이 되는 기법으로 정착시키고 있어요. 전술 기법에만 매몰되면 작은 엔지니어링 재미는 느낄지언정 개발자의 시야가 좁아지고 도메인 주도 설계의 가치를 취하지 못합니다. 그래서 우리는 전술적 패턴 뿐 아니라 유비쿼터스 언어와 전략적 설계에도 집중해 도메인의 문제를 효율적으로 풀어내고 아키텍처 지속성을 확보하려 노력해요.



우리는 이런 도구를 사용해요

강남언니 팀 웹 프론트엔드 개발자는 다음의 도구를 주로 사용해요. 그 밖에도 주어진 문제에 따라 가장 적합한 여러가지 도구를 도입합니다.

[ 개발 언어 ]

- JavaScript/TypeScript

[ 프레임워크 ]

- React/Next.js
- Vue/Nuxt.js
- Monorepo (Turborepo)
- Node.js

[ 인프라 ]

- AWS
- Kubernetes","이런 분을 모시고 싶어요

- 3년 이상의 모던 웹 개발(React, Vue 등) 경험이나 그에 준하는 역량을 갖춘 분
- Semantic Markup 및 Sass, Stylus 등 CSS 전처리기를 활용한 개발에 능숙하신 분
- 문제의 본질을 이해하고 답을 찾기 위해 동료의 의견에 집중하는 분
- 자신의 생각을 말, 글, 그림을 통해 합리적으로 표현할 수 있는 분
- 문제 해결에 필요하다면 자신의 지식과 경험을 내려놓을 수 있는 분
- 지금보다 더 나은 엔지니어로 성장하고 싶은 분","이런 점이 있다면 더욱 좋아요

- 모바일 앱 내 웹뷰 개발 경험을 가진 분
- 좋은 아키텍처의 생산성 기여를 깊이 이해하시는 분
- 디자인 시스템 도입 등 팀 개발 효율을 높인 경험을 가진 분
- 모듈화에 대한 설계 원칙들의 개념과 장단점을 이해하는 분
- 테스트 주도 개발 이해와 경험을 가진 분
- 1년 이상의 Continuous Integration과 Continuous Deployment 운영 경험을 가진 분",36
618,[Tech] 프론트엔드 웹 개발자,콘텐츠웨이브(wavve),• Wavve 웹기반 클라이언트 개발 및 유지보수를 합니다.,"• HTML, CSS, Javascript 등에 웹 개발 경험이 5년 이상인 분
• Restful API 이용 서비스 형태 개발 경험이 있는 분
• DOM의 이해 및 관련 라이브러리 경험이 있는 분","• HTML, CSS 등 W3C 웹 표준 규격에 대한 이해가 높은 분
• ECMAScript, HTML5, API에 대한 이해가 높은 분
• HTTP 1.1/2 전반에 대한 이해가 높은 분
• Vue, React 등 Javascript Frameworks에 대한 이해가 높은 분

근무조건
• 고용형태 : 정규직(수습 3개월, 급여 100% 지급)
• 근무장소 : 서울시 영등포구 여의나루로 60, 포스트타워
• 급여조건 : 회사내규 및 별도 협의

합류 여정
서류 전형 ＞ 1차인터뷰 ＞ 2차인터뷰 ＞  합류
• github 또는 코드 리뷰가 가능한 포트폴리오 필수 제출
• 포트폴리오 미제출 시 개발 역량 테스트를 별도 진행합니다.
• 1차인터뷰는 포트폴리오 및 코드 리뷰 형태로 진행됩니다.
• 세부 내용은 합격자에 한하여 안내드릴 예정입니다.

유의사항
• 전형 절차는 상황에 따라 변동될 수 있습니다.
• 세부 전형 일정 및 과제는 합격자에 한해 별도 안내 드립니다.
• 서류전형 합격자에 한해 SKCT(인성검사)가 진행될 수 있습니다.
• 해당 공고는 모집 완료 시 조기 마감될 수 있습니다.
• 허위사실 기재 시, 채용이 취소될 수 있습니다.",28
